smiles,log_er
Cc1ccc(-n2nc(C(=O)N3CC(O)C3)c3c2CCCC3)cc1,0.753265967
CNC(=O)c1cnc(/C=C/c2csc(-c3cccs3)n2)s1,-0.28333235
FC(F)(F)c1nc(Nc2ccc(-n3cnnn3)cc2)c2ccccc2n1,0.053139809
CC(=O)NC1CCN(Cc2cccc(-c3cccnc3)c2)CC1,1.132859343
Cc1cc(C)c(NC(=O)c2ccnc(OC3CCC3)c2)c(C)n1,0.154684412
Cn1c(-c2ccccc2)cnc1NCc1ccccc1,-0.300197914
Cc1ccc(-c2cc(NC(=O)CN3CCOCC3)on2)cc1,-0.250844026
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4ccc(N)nc4)cc(C)n3)CC1)CO2,-0.000486
CCc1nnnn1Cc1noc2c1CCCC2,-0.101019422
CSCCc1nc(-c2cc(C)nc3cc(F)ccc23)n(CCO)n1,1.338892733
CCOc1ncccc1-c1cc(Cl)ccc1O,-0.225338528
Cc1cc(C(=O)N(C)C2CCC2)n2nccc2n1,-0.143531099
CCCn1ncc2ccc(C3CCCN(CC(=O)N4CCCC4)C3)nc21,0.825726869
CC1CCC(NC(=O)c2oc3ccccc3c2CS(C)=O)CC1,0.40205758
CCN(c1cc(-c2ccc(CN3CCOCC3)cc2)cc(C(=O)NCc2c(C)cc(C)nc2O)c1C)C1CCOCC1,1.780028125
Cn1cc(NC(=O)c2ccccc2C(F)(F)F)cn1,-0.082079165
CN(Cc1n[nH]c2c1CCCC2)c1nccnc1C#N,0.005423268
COc1ccc2c(c1)CN(C(=O)c1cc(C3CC3)[nH]n1)CC2,0.027081622
COc1ccc(OC)c(-c2cc(C(=O)N3CCCN(C(C)=O)CC3)no2)c1,0.673599348
Cc1cc(C)cc(C(=O)Nc2nn(C(C)(C)C)cc2C#N)c1,0.323142387
CC(C)CC(=O)NCC(=O)N1CCCC1,0.079041751
Cc1nnc(N2CC[C@H](O)C2)c(C#N)c1C,0.115686601
Cc1ccc(Cn2nc(C(=O)N[C@@H]3C(C)(C)[C@@H]4CC[C@@]3(C)C4)cc2-c2ccc(Cl)c(C)c2)cc1,-0.196353608
Cc1cccc(-c2ncc(CNCc3ccccc3-n3cccn3)cn2)c1,-0.22676709
COc1cccc(OC)c1-c1cc(C(=O)N[C@@H](CC(C)C)C(=O)O)nn1-c1ccnc2cc(Cl)ccc12,1.592504602
Clc1ccc(-c2ccc(CNCC3CCCO3)o2)c(Cl)c1,-0.204548622
O=C(c1cccc(Cl)c1)N1CCN(C(=O)c2ccc3ccccc3c2O)CC1,-0.168890367
CN(C)C(=O)CN1CCN(C(=O)c2ccc3ccccc3c2O)CC1,0.371628476
NC(=O)C1(Cc2ccc(-c3cccnc3)cc2)CCN(Cc2cccc(Cl)c2)CC1,0.687334663
CN(CC(=O)Nc1cccc(F)c1)C(=O)c1cccc(C#N)c1,0.786160947
Cc1cc(NC2CCCC2)nc(C2CCNCC2)n1,1.823980535
COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)/C1=C(/C)NCc1ccc(OC)cc1,0.099820888
Cc1ccc2nc(C)c(C(=O)N3CCC(C(=O)Nc4ccncc4)CC3)cc2c1,1.567166068
Cn1cc(C2CCN(CC(=O)N3CCc4sccc4C3)CC2)cn1,0.441134159
O=C(CCN1C(=O)CCC1=O)Nc1cccc2ncccc12,1.054526705
O=C(Cc1cccc2ccccc12)NCc1nnc2n1-c1ccccc1CC2,1.653675764
Cc1nc(-c2ccccc2)ccc1C(=O)N1CCCS1(=O)=O,-0.115722102
Cc1cccnc1NC(=O)CCn1cnc2ccccc21,1.202175212
CC(C(=O)Nc1ccccc1)N1CCCN(c2nccs2)CC1,-0.033352653
O=C1CCCN1c1ccc(CN2CCC(c3noc4cc(F)ccc34)CC2)cc1,-0.016159967
Brc1ccc(-c2nnc(Cn3cnc4ccccc43)o2)o1,-0.01066854
Cc1cc(NC(=O)CCc2cnn(C)c2)c2ccccc2n1,0.885132227
CCc1noc(C2CCC(NCC3CCC(F)(F)CC3)CC2)n1,0.473527956
COC(=O)N1CCCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.179893138
CCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(CC)CC,1.451909392
Cc1ccc(C)c(-n2c(S)nnc2-c2ccc(O)cc2)c1,1.492225181
CCN1CCC(Nc2ncnc3c2cnn3C)CC1,0.603701577
CN(CC1CCCC1)C(=O)Nc1ccccc1N1CCOC1=O,0.70139821
Cc1nccn1CCNC(=O)C(C)(C)C,0.814325177
O=C(NCCc1ccc2c(c1)OCCO2)c1ccc2ccccc2n1,-0.247814021
CC(C)(C)c1csc(CCNC(=O)N2CCSCC2)n1,0.056857032
O=S(=O)(Nc1cccc(-c2nc3ccccc3[nH]2)c1)c1ccc(Cl)cc1,1.029089322
Cn1ncc2cc(-c3ccnc4[nH]ccc34)ccc21,-0.215766263
COc1cc(CNc2nnn[nH]2)cc(Br)c1OCc1ccc(Cl)cc1,0.605102208
O=c1c(-c2ccc(F)cc2)c(-c2ccncc2)[nH]n1-c1ccc(Cl)cc1,0.162957515
CCNC(=O)N1CCC(c2nc(-c3ccccc3)no2)CC1,-0.07529868
O=C(CCc1nnc(-c2ccsc2)o1)N1CCCc2cc(F)c(F)cc21,-0.062662321
Cn1ccnc1CCNC(=O)c1cccc2cccnc12,0.895701982
Cc1nn(C)c(C)c1CCC(=O)N1CCCc2ncccc21,1.355354985
Cc1ccc2c(CC(=O)NCc3cccs3)coc2c1,-0.261874717
CC(=O)NC1(C(=O)N2CCCN(C3CC3)CC2)CCC(C)CC1,1.576442789
O=C(c1cccc(CNc2ccc3nccnc3n2)c1)N1CCCCC1,1.573193915
CC(C)CN(c1ncnc2c1cnn2C)C1CC1,-0.136315042
O=C(CCc1ccccc1)N1CCC(c2cccc(Cc3ccc(F)cc3)n2)CC1,-0.138184752
Cc1ccc(-c2ccc(-c3nccn3CCCn3cnnc3)o2)cc1,2.089354369
CCc1cc(NCc2cccc(OCCOC)c2)ncn1,-0.082586085
Cn1ccnc1CN1CCN(Cc2ccc(F)cc2C#N)CC1,0.79950237
Cn1c(=O)n(Cc2cccc(OC(F)F)c2)c2cnccc21,0.126314146
CC(=O)N1CCN(C(=O)[C@H]2CCCCN2C(=O)OC(C)(C)C)CC1,0.97517027
CCOC(=O)CNC(=O)c1ccc(O)cc1O,-0.152155262
N#CC1(C(=O)N2CCN(Cc3ccccn3)CC2)CCCCC1,0.045284987
N#Cc1cccnc1NCCc1cn2c(n1)CCCC2,0.12510836
CN(Cc1ccccc1)C(=O)c1ccc(-n2cccn2)nc1,-0.247169416
O=C(CC1CCN(c2ncc(Cl)cn2)CC1)N1CCOCC1,-0.117155797
Cc1sc2nc(CN3CCC(C)CC3)nc(N3CCN(c4cnccn4)CC3)c2c1C,0.969034354
Cc1cc2cc(C(=O)N(C)CCC(=O)O)oc2cc1C,0.235671021
Cc1ccncc1-c1ccc(-c2ccn[nH]2)cc1,-0.229488133
Cc1cc(-c2nnc3ccc4ccccc4n23)n(C)n1,0.10211628
Cc1nn(C)c2ncc(C(=O)Nc3ccc4c(c3)CCO4)cc12,-0.243064456
CN(C)[C@@H]1CN(C(=O)c2cc3ccc(F)cc3[nH]2)C[C@H]1O,0.643130598
Clc1ccc(NCc2ccoc2)nn1,-0.226034417
CCOCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,-0.114810987
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,1.709676559
CN(C)C1(CNC(=O)N2CCCC(C)(C)CC2)CCOCC1,1.218027545
CCc1noc(CN2CCCN(C(C)=O)c3ccccc32)n1,0.098776106
Cn1ccc(CN2C(=O)c3ccccc3C2=O)cc1=O,0.278115947
Cc1nc(Cn2ncc3ccccc3c2=O)cs1,-0.166907133
Cc1ncccc1CNc1nnc(C(C)(C)C)s1,0.107334349
Cc1ncc2c(n1)CN(CCCc1nc3ccccc3o1)CC2,-0.111068517
COc1cc(Br)c(Nc2nc(-c3c(C)nc4ncccn34)cs2)c(Br)c1,0.413039743
Cc1ccnc(-n2nccc2NC(=O)N2CCCN(C)CC2)c1,0.46929179
O=C1Oc2nc3cc4c(cc3cc2CN1CCN1CCOCC1)OCO4,0.384046827
Cc1nc2ccc(NC(=O)c3sc(-c4ccccn4)nc3C)cc2s1,-0.164551611
Cc1nc(O)cc(C2CCN(c3cnccn3)CC2)n1,1.62335555
COc1ccc(-c2c(C)n[nH]c2C)cn1,-0.16858531
CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(Cc4cccs4)C3)c2n1,1.349036119
O=C(/C=C/c1ccc(Cl)cc1)N1CCC2(CC1)CN(Cc1ccc(Cl)c(Cl)c1)C(=O)O2,0.398272583
CC(C)C[C@@H](C(N)=O)n1ccnc1-c1cccc2ccccc12,1.678003236
CC(C)(C)CC(=O)N1CCC(OCCCN)CC1,0.905683353
CC(C)NC(=O)Cn1nnnc1C(C)(C)C,0.095241
CCONC(=O)c1cncn1-c1ccc(F)cc1,0.349871015
Cc1ccccc1OCCn1c(N)nc2ccccc21,0.183276025
Cc1cccc(OC2CCN(CC(N)=O)CC2)c1,-0.196744354
Clc1cccc(-c2nnc(Cn3cnc4ccccc43)o2)c1,-0.062260208
CCCN(C(=O)c1c(CC)noc1C)C1Cc2ccccc2C1,-0.023551889
O=C(c1ccccc1)N1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1,-0.16528713
O=C(NCCN1C(=O)CSC1=O)c1cc(Cl)c2c(c1)OCO2,0.428984291
CCc1ccc(-c2nccn2Cc2c(C)nn(CC)c2C)o1,0.516232152
COc1ccc(Nc2ncnc3sccc23)c(OC)c1,-0.242457763
Cc1cccc(C(=O)NCC#Cc2ccccc2)n1,-0.375403905
O=c1cc(CN2CCCCc3ccccc32)[nH]c2ccnn12,0.831332067
O=C1CN(C(=O)c2cccc(Oc3cccc(C(F)(F)F)c3)c2)CCN1,0.923784715
CC(C)CC(=O)N1CCC(Cc2cccc(-c3cncnc3)c2)(C(=O)NC(C)C)CC1,1.856130449
Fc1ccc2[nH]c(CO[C@H]3CN(Cc4ccccc4)C[C@H]3F)nc2c1,-0.053185066
Cc1ccc(CN2CC[C@H](c3nnc(-c4ccccc4F)o3)C2)o1,-0.307312812
O=C(CSC1CCCC1)N1CCC(Cn2cccn2)CC1,0.205486056
CSc1ccc(NC(=O)Cn2nc(C3CC3)ccc2=O)cc1,0.1238409
Cc1ccc([C@@H]2N[C@@H](Cc3ccccc3)C(=O)N2C)o1,-0.116823095
Cc1nc2cc(NC(=O)CCc3c(C)nc4c(c(C)nn4C)c3C)ccc2o1,1.128805354
O=C(NCCc1ccc2c(c1)OCO2)N1CCc2sccc2C1,-0.189966491
COc1ccc(C(=O)C2CCN(CC(=O)N(Cc3nc4c(c(=O)[nH]3)COCC4)CC3CC3)CC2)cc1,1.731137009
N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,0.687865037
Cc1ccc(C(=O)Nc2ccccc2-c2ccccc2)o1,-0.332738654
CN(CCN1CCOC1=O)C(=O)c1cc2cc(Br)ccc2o1,0.358545611
CC1(C)OCCn2c1nc1c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,0.117090365
CC(=O)N1CCN(c2ncc(-c3cc(C)no3)c([C@H]3CCCO3)n2)CC1,0.387457742
CCSCc1nc(N)c2ccccc2n1,-0.166927023
CNC(=O)c1sc2ncccc2c1[C@H]1CC[C@H](CNC(=O)COc2ccccc2)CC1,1.490875382
O=C(C1CCC1)N1CCC(c2ncc(-c3ccc(F)c(F)c3)[nH]2)CC1,0.544452712
Cc1csc(NC(=O)CCc2ccncc2)n1,-0.057438597
CSc1cccc(-c2ccccc2-c2nnc(C)o2)c1,-0.18551033
O=C(c1cc(-c2cccc(Cl)c2)on1)N1CCC(n2cccc2)CC1,-0.156295413
Nc1ccc2[nH]c(CCc3ccccc3)nc2c1,0.102569807
Cc1ccc2c(C(=O)N(C)C)cc(-c3cnc(C(C)C)nc3)nc2c1C,0.289342383
COc1ccc2nc(CN3CCC(O)(c4ccc(C)cc4)CC3)ccc2c1,-0.314692176
Fc1ccccc1CN1CCN(c2ncccn2)CC1,-0.144563043
CN(Cc1ccn(-c2ccccc2)n1)C(=O)c1ccc(O)nc1,1.488598503
O=C(c1noc2c1CCCC2)N1CCN(c2ncccn2)CC1,-0.204917903
CC1(C)O[C@@](C)([C@H]2CC3(CCNCC3)CO2)CC[C@@H]1O,-0.353679122
CC1(C)CN(CC(=O)NCC#N)c2cccc(Cl)c21,-0.223714513
Cc1csc(N(C(=O)c2cc3c(C)nn(C)c3s2)C2CC2)n1,-0.192168725
CC(=O)Nc1cccc(OC(=O)N2CCOCC2)c1,0.418813542
Cc1cccnc1CNc1ccc(C#N)cc1F,-0.280988531
CC(C)n1nccc1-c1ncccc1COc1cccc(O)c1C=O,0.026700372
Cn1cc(NC(=O)[C@@H]2CCCCN2C(=O)OC(C)(C)C)cn1,0.612987096
O=C(Cn1c(-c2ccc(F)cc2)nc2ccccc21)N1CCOCC1,1.108277615
C[C@@H](CO)Nc1nc(C(F)(F)F)nc2[nH]cnc12,0.827538202
CC(=O)N1CCN(C(=O)c2ccc(-c3ccc(F)cc3)cc2F)CC1,0.167829909
COCc1ccccc1CNc1ccc2cc(C#N)ccc2n1,-0.354728807
Cc1csc(CN(C)c2ccnc(N(C)C)n2)n1,-0.238222585
Nc1nnc(-c2ccc3c(c2)OCCO3)o1,-0.182504795
N#CCCCN1CCN(c2cc(C#N)ccn2)CC1,-0.251844489
CCc1ccccc1NC(=O)CCn1ccnc1-c1ccc2c(c1)OCO2,1.344515239
CC(C)Cn1cnc2c1c(=O)[nH]c(=O)n2CC(C)C,0.291271951
CCn1ccc2cc(C(=O)N3CCN(c4ccc(C)cc4)C(=O)C3)ccc21,0.393428153
Cn1cc(-c2nnc(NCc3ccc4ccccc4c3)o2)cn1,-0.154029405
Cc1nn(C)c(C)c1NC(=O)CN1CCN(c2nccs2)CC1,1.277060596
CCc1c(N)cnn1-c1ccccc1C,-0.169532811
CNC(=O)CN(C)c1cccc(F)c1C#N,-0.131891955
O=C(Cc1csc(-c2ccccn2)n1)NC1CCCCCC1,-0.024701654
CN1C(=O)N(CC(=O)Nc2ccccc2-c2ccccc2)C(=O)C1(C)C,1.110659648
Cc1nc(Cl)cc(Nc2ccc3c(c2)N(C)C(=O)CO3)n1,-0.127475393
COc1cc2nc(N)sc2cc1OC,-0.175465056
COc1cc(CN2CCC(c3ccnc(C)n3)CC2)ccc1F,-0.171590374
Oc1ccc(CN2CCN(c3cccc(Cl)c3)CC2)cc1,-0.345917416
CNC(=O)c1cn(C)nc1CC1CCN(Cc2cnc(-c3ccc(OC)cc3)nc2)CC1,1.31340841
Cc1cc(Oc2ncccn2)ccc1NC(=O)c1c(C)oc(C)c1C,-0.096941866
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,1.220848853
COc1cccc(-c2nc(C(=O)O)cs2)c1OC,-0.038317043
COc1ccc2c(c1)C=C(CN1CCC(c3cc(-c4cncnc4)cc(C)n3)CC1)CO2,0.153083684
O=C(C(c1ccccc1)c1ccccc1)N1CCOCC(Cc2ccc3cnccc3c2)C1,0.293943516
COc1ccc(OCC(=O)N2CCN(C)CC2)cc1,-0.117349553
CC(=O)N1CCN(C(=O)CCc2ccc(-c3ccccc3)[nH]2)CC1,0.945804081
Cc1csc(N(C(=O)c2ccc(-n3cncn3)c(F)c2)C2CC2)n1,-0.200789714
COc1c(C)cnc(CN(C)S(N)(=O)=O)c1C,0.279969626
CCc1ccccc1NC(=O)c1cc(C)nc2onc(C)c12,-0.17421145
Cc1cc(C(=O)N(C)Cc2ccsc2)no1,-0.184833917
OCCN1CCC(c2ccncn2)CC1,-0.211067313
CCc1ncnc(N(C)Cc2ccc(N)nc2)c1F,-0.197245538
COc1ncnc2c1CN(Cc1c[nH]nc1-c1ccc(F)cc1)CC2,0.846931076
O=C(NCc1cc(F)cc(F)c1)c1ccccn1,-0.143194689
CN1CCC(n2ncc3[nH]c(-c4ccc5ccccc5c4)nc32)CC1,1.141719792
O=C(Cc1ccc2c(c1)CCC2)Nc1nc2ccccc2o1,-0.302037185
Cc1cc(C(=O)Nc2c(C)nn(C(C)C)c2C)c2ccc(F)cc2n1,0.925071054
COCc1cc(-c2nc(CCc3ccccc3)n[nH]2)ccc1OC,0.360701305
Cc1nc(C)c2c(C)c(C(=O)N(C)CCN3CCCC3)sc2n1,1.101141102
Clc1cc2ncc(-n3ccnc3)nc2cc1Cl,-0.314355198
CN(Cc1ccncc1)Cc1cc2ccccc2nc1O,0.399825638
CCC(CC)NC(=O)c1cc(C)nc2onc(C)c12,0.128494074
CCCN(C)C(=O)Nc1cccc(-c2nnc3n2CCCCC3)c1,1.965645119
CN(CC(N)=O)Cc1cc2c(cc1Br)OCO2,-0.118484638
CC(C)c1nc2c(n1C)CCN(C(=O)c1cccc(C(F)(F)F)c1F)C2,0.903656713
CC(C)(C)c1ccc(CN2CCC(C(N)=O)CC2)cc1,-0.011133705
N#Cc1ccc(N2CCc3c(ncn3C3CC3)C2)nc1,-0.057022681
O=S(=O)(Cc1csc(C2CCCC2)n1)C1CCCC1,-0.268931938
CC(C)c1nnc(CN2CCN(c3nccs3)CC2)o1,-0.01269957
CC(=O)NCC1CCN(C(=O)c2ccc(C)nc2)CC1,2.112832101
CC1CCN(C(=O)c2n[nH]c3ccccc23)CC1,-0.251236396
CN(Cc1cccnc1)Cc1ccc(C#N)o1,-0.188640098
Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1,0.444209915
Cc1ccc(CCNC(=O)N2CC(C)(C)OC(C)(C)C2)cn1,1.359968571
Cc1ccc(F)cc1CNc1cc(C(=O)N(C)C)ccn1,0.027366981
COCCc1nc(CCCn2cccn2)n(C2Cc3ccccc3C2)n1,0.993668683
CC(C)c1nnc(CNC(=O)C2(C)CCC2)n1C,1.657440461
CSCC[C@@H](CO)n1ccnc1-c1oc2ccccc2c1C,0.545512665
OCc1ccc(Cn2cc(-c3cc(F)ccc3-n3cccn3)nn2)cc1,0.320064434
CC(C)[C@H](NC(=O)c1c(F)cccc1F)C(=O)N1CCOCC1,0.907462376
Cc1nc(CC(=O)NCc2ccccc2)cs1,-0.102357902
O=C(Nc1ccc2c(c1)OCCCO2)c1cnn(Cc2ccccc2)c1,-0.193582814
COc1ccc(Nc2nc(N)nc(CN3CCN(Cc4ccccc4)CC3)n2)cc1,1.039028681
CCCN(Cc1ccccc1)C(=O)CC1(N)CCC1,1.074962623
CN(C)C1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,-0.561572286
Cc1ccc(CNC(=O)CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,0.572330802
COC(=O)N1CCCN(C(=O)C(=O)Nc2cccc(C(C)C)c2)CC1,0.028796796
O=C(Nc1ccn(Cc2ccccn2)n1)c1c(F)cccc1I,0.454603323
CS(=O)(=O)CCNC(=O)N1CC2(CCCC2)c2ccccc21,0.564677972
O=C(COCC1CC1)N1CCCc2ncccc21,-0.083618573
O=C(NCc1ccc(F)cc1)c1ccc(-n2ccnc2)nc1,0.017170884
O=C(NCCNC(=O)c1cc(-c2ccccc2)nc2ccccc12)c1ccco1,1.000931599
O=C(NC1CCCC1)C(=O)c1ccc2c(c1)CCC2,-0.261492998
COc1cc(CNC(=O)NC2CCCCC2)cc(OC)c1O,0.621347066
Cc1ccccc1OC1CCN(C(=O)Nc2ccc3c(c2)ncn3C)CC1,0.939513518
CC(C)c1nnc(CN2CCN(c3ccccc3Cl)CC2)o1,-0.1854514
O=C(Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1)c1ccco1,1.688285214
Cc1ccc2nc(C)c(-c3nc(C)nn3CCO)cc2c1,0.955378496
COc1ccc(-c2nnc3ccc(C(F)(F)F)cn23)cc1OC(C)C,0.043807281
COCC(=O)Nc1nc(C)c(C)s1,-0.181257434
Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1,-0.341856156
CC(C)C(=O)N1CCC(Nc2ncnc3ccsc23)CC1,0.816141116
Cc1nc(NCc2ccc(F)c(Cl)c2)n(C)n1,-0.10310838
O=C(NCc1cccc(F)c1)c1[nH]nnc1-c1ccccc1,0.136342622
Cn1ccc2c(C(=O)Nc3ncn(Cc4cccnc4)n3)cccc21,1.739361105
c1ccc2c(N3CCn4c(nnc4C4CC4)C3)ncnc2c1,1.204901305
CCCC(=O)Nc1ccc(-n2cccn2)nc1,-0.252230617
Cc1ccc(C)c(C(=O)Nc2cnc3c(c2)c(C)nn3C)c1,-0.173825201
CC(=O)N1CCC(c2ccccn2)CC1,-0.10170638
O=C(c1ccc(Cn2nnc(-c3cccc(F)c3)n2)cc1)N1CCCC1,-0.100465634
Cc1ccc2nc(C)c(C(=O)NOCc3ccccc3)cc2c1,-0.176650641
Cc1ccc(C(=O)C(=O)NC2CCCC2)cc1,-0.327331321
O=C(CN1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1)N1CCCC1,0.33521163
COc1cccc(CNc2ncc(-c3ccccc3)n2C)c1,-0.268292975
Cc1nc2ccccc2c(N)c1C(=O)/C=C/c1ccccc1,-0.613195608
O=C(NC[C@H]1COCc2nc3ccccc3n21)c1ccncc1,1.378247677
CCc1ccccc1-c1cn(CCc2cnccn2)nn1,-0.106077702
O=C(NCc1ccc(F)cc1)c1ccccn1,-0.264920922
CN1CCN(CCOc2ccccc2N)CC1,-0.26149444
CNC(=O)CC1CCN(c2ncccn2)CC1,-0.084611841
Cc1ccc(C(=O)C(=O)Nc2c(C)nn(C)c2C)cc1,-0.210777295
O=C(CCc1cccs1)Nc1ccc(N2CCOCC2)cn1,-0.208932317
Cc1nccc(-c2cccc(NCC(=O)NCC(=O)N3CCCC3)c2)n1,1.637477924
CC(C)C(=O)Nc1ccc2cnn(C(C)C)c2c1,0.152783332
O=C(c1ccccc1-n1cccn1)N1CCN(Cc2cccnc2)CC1,1.285122407
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0.477269457
Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,1.597450047
c1ccc2c(c1)CN(c1cnc3ccccc3n1)CCN2,-0.267526541
N#CCCCN1CCC(c2c[nH]c3ccccc23)CC1,-0.337708825
CCn1c(C)nc2cc(NC(=O)c3ccc(=O)n(CC(=O)N4CCCCC4)c3)ccc21,0.610390196
Cc1nn(C)c(C)c1C(=O)NCc1ccccc1,-0.104769472
CC(C)n1ccc(C(=O)N2CCS(=O)(=O)C(C)(C)C2)n1,0.383073854
C[C@@H](c1ccc2ccc(O[C@H]3CC[C@@H](C(F)(F)F)CC3)c(C(F)(F)F)c2c1)N1C2CCC1CC(C(=O)O)C2,1.714525577
Cc1ccccc1-n1c(CC2CCN(C(=O)C3CC3)CC2)n[nH]c1=O,2.067757711
Cc1nc2ncccn2c1C(=O)N(CC#Cc1ccccc1)C1CCCC1,0.287250085
CC(C)c1noc2nc(C3CC3)cc(C(=O)N3CCN(C)C(=O)C3)c12,1.608618262
O=c1[nH]c2ccccc2n1C1CCN(Cc2nnsc2Cl)CC1,0.910401681
Fc1ccc(F)c(CN2CCN(Cc3ccc4c(c3)OCO4)CC2)c1,-0.190428001
c1cc(CN2CCC(c3ccn[nH]3)CC2)ccn1,0.021452087
Cc1[nH]c2ccc(Cl)cc2c1CC(=O)N1CCC(Cc2ncncc2C(N)=O)CC1,1.268655586
c1ccc(-c2n[nH]c(C3CCN(c4cnc5ccccc5n4)CC3)n2)cc1,0.077885977
CO[C@H]1CC[C@H](C(=O)NC[C@H]2CC[C@H](c3nnc(-c4nccc5ccccc45)o3)CC2)CC1,0.936409998
COc1cccc(OCCCn2cncc2-c2cc3c(cc2OC)OCCCO3)c1,0.722245294
COc1ccc(-c2nc(CC(N)=O)sc2C)cc1.Cl,-0.608487427
O=C1NCCCCC1NC(=O)N1CCc2sccc2C1,0.651004567
O=C(O)c1ccc(=O)n(CCc2c[nH]c3ccccc23)c1,0.377835025
Cn1ccc(CN2CCC(c3cnccn3)CC2)n1,-0.007503683
Cc1nccn1-c1ccc(F)cc1CNC(=O)C(C)C,1.34695206
O=C(CN1CCSC1=O)Nc1ccccc1F,-0.131142413
O=C(NCc1ccccc1)c1ccc(NS(=O)(=O)c2ccc(C3CCCCC3)cc2)cc1,0.429082233
CCCn1cnnc1Cn1ccnc1-c1ccc2occc2c1,1.972098285
Cc1ccc(NC(=O)CN(C)C(=O)c2ccccc2F)nc1,0.156199899
O=C(CCNc1ncccn1)N1CCc2ccccc2C1,0.089468092
CN(Cc1cccc(C#N)c1)Cc1cnn(C)c1,-0.238437991
Nc1cnc(Cc2ccc(F)cc2)nc1,-0.173719514
Cc1noc([C@@H]2C[C@H](NC(=O)c3ccc(F)cc3)CN2C)n1,-0.101389988
Cc1ccc(F)cc1NC(=O)c1cnc2onc(C(C)C)c2c1,-0.187734151
O=C(CCCc1ccc(F)cc1)N1CCN(c2ccccc2)C(=O)C1,-0.047852355
Cc1ccsc1CN(C)C(=O)[C@@H]1CCCN1C(=O)NC(C)C,1.375001571
CS(=O)(=O)NC1CCN(C(=O)NCCc2ccc(F)cc2)CC1,1.547709091
Cc1cc(C)c2c(N(C)CCC(C)C)ncnc2n1,-0.064460675
CN(CC(=O)NC1CC1)C(=O)C1C2CC3CC(C2)CC1C3,0.198433223
CCc1nnc(NC(=O)Cc2c(C)noc2C)s1,1.108457557
CN1CCCN(c2nc(C(F)(F)F)nc3cc4c(cc23)OCO4)CC1,0.046589828
CCn1nccc1CNc1nnc(-c2ccc(OC)cc2)o1,0.277277296
O=C1CCC(=O)N1CCN1CCCCc2ccccc21,-0.18668623
O=C1CC2(CCN(C(=O)NCc3ccccc3)CC2)Oc2ccccc21,0.484987413
O=C(NC1CCCC1)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,0.301885484
O=C(Cc1ccccc1F)N1CCN(c2nccn3nc4c(c23)CCCC4)CC1,-0.017473604
CO[C@@H](C(=O)Nc1cc2c(C)cc(=O)oc2cc1C)c1ccccc1,0.058834712
CCC(=O)NCc1cc(C2CC2)n(C2CCCC2)n1,0.021867016
O=C(Nc1nccs1)c1c2c(nc3ccccc13)CCC2,0.15688336
CC(C)(C)c1ccc(C2=NC3(CCNCC3)NC2=O)cc1,1.529299026
O=C(CSc1ncn[nH]1)N(C1CCCCC1)C1CCCCC1,0.410327258
O=C(CCCc1cc(Cl)sc1Cl)N1CCC(O)CC1,-0.066952946
Cc1cc(C)n(-c2ccc(CNC(=O)C3CCC3)cn2)n1,0.032497402
CN1CCC(NS(=O)(=O)C2CN(C(=O)c3cccc(Cl)c3)C2)CC1,1.452864095
O=C(NCc1ccc2c(c1)OCCO2)c1sccc1C1CC1,-0.323787433
NC(=O)CN1CCC(Oc2cccc(F)c2)CC1,-0.265089433
O=S(=O)(N1CCOCC1)N1CCN(Cc2ccccc2F)CC1,-0.018596026
COc1ccc(-c2nc(C3CCN(C(=O)c4sc(C)nc4C)CC3)[nH]c2C(N)=O)cc1,1.623797163
CCn1c(SC)nnc1C1CCN(C)CC1,0.872226914
CC(=O)N1CCN(CCNC(=O)N2CCc3sccc3C2)CC1,1.482205221
O=C(Nc1ccccc1-n1ccnc1)c1cccs1,-0.130968961
Cc1nc2c(c(N(C)Cc3ccccc3)n1)CCN(Cc1ccccc1)C2,-0.129793418
CSc1ccc(-c2ccc3n(c2=O)C[C@@H]2CNC[C@H]3C2)cc1,0.153497989
